series_id                     	year	period	value	footnote_codes
ORUP1000023V00001004          	2022	A01	-	1
ORUP1000023V00001006          	2022	A01	10.0	
ORUP1000023V00001007          	2022	A01	12.5	
ORUP1000023V00001008          	2022	A01	20.0	
ORUP1000023V00001097          	2022	A01	7.0	
ORUP1000023V00001099          	2022	A01	28.3	
ORUP1000023V00001100          	2022	A01	4.4	
ORUP1000023V00001101          	2022	A01	45.4	
ORUP1000023V00001102          	2022	A01	47.1	7
ORUP1000023V00001103          	2022	A01	97.4	7
ORUP1000023V00001209          	2022	A01	86.7	7
ORUP1000023V00001210          	2022	A01	9.5	
ORUP1000023V00001211          	2022	A01	3.9	
ORUP1000023V00001216          	2022	A01	13.3	
ORUP1000023V00001222          	2022	A01	9.1	
ORUP1000023V00001226          	2022	A01	6.0	
ORUP1000023V00001230          	2022	A01	8.7	
ORUP1000023V00001234          	2022	A01	4.3	
ORUP1000023V00001235          	2022	A01	0.5	
ORUP1000023V00001238          	2022	A01	0.5	
ORUP1000023V00001244          	2022	A01	99.8	7
ORUP1000023V00001248          	2022	A01	3.6	
ORUP1000023V00001249          	2022	A01	96.4	7
ORUP1000023W00000125          	2022	A01	7.39	
ORUP1000023W00000126          	2022	A01	6.40	
ORUP1000023W00000127          	2022	A01	7.92	
ORUP1000023W00000128          	2022	A01	8.00	
ORUP1000023W00000129          	2022	A01	8.00	
ORUP1000023W00000130          	2022	A01	8.00	
ORUP1000023W00000132          	2022	A01	0.60	
ORUP1000023W00000133          	2022	A01	-	2
ORUP1000023W00000134          	2022	A01	-	2
ORUP1000023W00000135          	2022	A01	-	2
ORUP1000023W00000136          	2022	A01	-	2
ORUP1000023W00000139          	2022	A01	12.8	
ORUP1000023W00000140          	2022	A01	87.2	7
ORUP1000023W00000142          	2022	A01	86.8	7
ORUP1000023W00000157          	2022	A01	13.2	7
ORUP1000023W00000159          	2022	A01	12.0	
ORUP1000023W00000161          	2022	A01	42.3	7
ORUP1000023W00000162          	2022	A01	41.9	
ORUP1000023W00000174          	2022	A01	85.9	7
ORUP1000023W00000233          	2022	A01	22.32	
ORUP1000023W00000234          	2022	A01	-	3
ORUP1000023W00000236          	2022	A01	20.00	
ORUP1000023W00000237          	2022	A01	25.00	
ORUP1000023W00000238          	2022	A01	50.00	
ORUP1000023W00000239          	2022	A01	15.8	
ORUP1000023W00000246          	2022	A01	33.8	
ORUP1000023W00000253          	2022	A01	54.8	7
ORUP1000023W00000259          	2022	A01	81.2	7
ORUP1000023W00000267          	2022	A01	100.0	7
ORUP1000023W00000281          	2022	A01	93.2	7
ORUP1000023W00000295          	2022	A01	93.2	7
ORUP1000023W00000311          	2022	A01	100.0	7
ORUP1000023W00000313          	2022	A01	100.0	7
ORUP1000023W00000332          	2022	A01	31.5	
ORUP1000023W00000333          	2022	A01	43.8	7
ORUP1000023W00000334          	2022	A01	24.5	
ORUP1000023W00000345          	2022	A01	100.0	7
ORUP1000023W00000349          	2022	A01	28.3	
ORUP1000023W00000350          	2022	A01	63.6	7
ORUP1000023W00000351          	2022	A01	7.4	
ORUP1000023W00000362          	2022	A01	97.5	7
ORUP1000023W00000365          	2022	A01	97.1	7
ORUP1000023W00000367          	2022	A01	100.0	7
ORUP1000023W00000381          	2022	A01	100.0	7
ORUP1000023W00000395          	2022	A01	82.7	7
ORUP1000023W00000409          	2022	A01	79.2	7
ORUP1000023W00000548          	2022	A01	100.0	7
ORUP1000023W00000555          	2022	A01	100.0	7
ORUP1000023W00000583          	2022	A01	92.2	7
ORUP1000023W00000586          	2022	A01	8.9	
ORUP1000023W00000587          	2022	A01	91.1	7
ORUP1000023W00000592          	2022	A01	74.3	7
ORUP1000023W00000662          	2022	A01	75.1	7
ORUP1000023W00000663          	2022	A01	22.0	
ORUP1000023W00000753          	2022	A01	100.0	
ORUP1000023W00000769          	2022	A01	100.0	
ORUP1000023W00000771          	2022	A01	100.0	
ORUP1000023W00000801          	2022	A01	95.0	
ORUP1000023W00000830          	2022	A01	88.0	
ORUP1000023W00000831          	2022	A01	13.2	
ORUP1000023W00000997          	2022	A01	7.6	
ORUP1000023W00000998          	2022	A01	-	1
ORUP1000023W00000999          	2022	A01	-	1
ORUP1000023W00001000          	2022	A01	-	1
ORUP1000023W00001001          	2022	A01	-	1
ORUP1000023W00001003          	2022	A01	92.4	
ORUP1000023W00001004          	2022	A01	80.0	
ORUP1000023W00001005          	2022	A01	100.0	
ORUP1000023W00001006          	2022	A01	100.0	
ORUP1000023W00001007          	2022	A01	100.0	
ORUP1000023W00001008          	2022	A01	100.0	
ORUP1000023W00001101          	2022	A01	51.2	7
ORUP1000023W00001102          	2022	A01	13.2	
ORUP1000023W00001103          	2022	A01	38.4	
ORUP1000023W00001209          	2022	A01	74.0	7
ORUP1000023W00001210          	2022	A01	18.7	
ORUP1000023W00001216          	2022	A01	26.0	
ORUP1000023W00001222          	2022	A01	5.3	
ORUP1000023W00001223          	2022	A01	11.9	
ORUP1000023W00001231          	2022	A01	11.6	
ORUP1000023W00001234          	2022	A01	50.8	7
ORUP1000023W00001235          	2022	A01	22.0	
ORUP1000023W00001244          	2022	A01	100.0	7
ORUP1000023W00001248          	2022	A01	20.6	
ORUP1000023W00001249          	2022	A01	79.4	7
ORUP1000023X00000125          	2022	A01	0.64	
ORUP1000023X00000126          	2022	A01	-	2
ORUP1000023X00000127          	2022	A01	-	2
ORUP1000023X00000129          	2022	A01	0.80	
ORUP1000023X00000130          	2022	A01	1.60	
ORUP1000023X00000132          	2022	A01	7.30	
ORUP1000023X00000133          	2022	A01	6.40	
ORUP1000023X00000134          	2022	A01	7.20	
ORUP1000023X00000135          	2022	A01	7.20	
ORUP1000023X00000136          	2022	A01	7.92	
ORUP1000023X00000137          	2022	A01	8.00	
ORUP1000023X00000139          	2022	A01	96.8	7
ORUP1000023X00000140          	2022	A01	3.2	
ORUP1000023X00000142          	2022	A01	96.0	7
ORUP1000023X00000143          	2022	A01	1.4	
ORUP1000023X00000159          	2022	A01	48.4	
ORUP1000023X00000173          	2022	A01	14.3	
ORUP1000023X00000174          	2022	A01	37.3	7
ORUP1000023X00000178          	2022	A01	6.3	
ORUP1000023X00000179          	2022	A01	84.3	7
ORUP1000023X00000180          	2022	A01	9.3	
ORUP1000023X00000233          	2022	A01	4.77	
ORUP1000023X00000234          	2022	A01	-	3
ORUP1000023X00000235          	2022	A01	-	3
ORUP1000023X00000236          	2022	A01	-	3
ORUP1000023X00000237          	2022	A01	5.00	
ORUP1000023X00000239          	2022	A01	33.6	
ORUP1000023X00000246          	2022	A01	6.4	
ORUP1000023X00000259          	2022	A01	100.0	7
ORUP1000023X00000267          	2022	A01	100.0	7
ORUP1000023X00000281          	2022	A01	100.0	7
ORUP1000023X00000295          	2022	A01	100.0	7
ORUP1000023X00000311          	2022	A01	97.1	7
ORUP1000023X00000313          	2022	A01	97.1	7
ORUP1000023X00000327          	2022	A01	2.8	7
ORUP1000023X00000344          	2022	A01	32.8	
ORUP1000023X00000345          	2022	A01	67.2	7
ORUP1000023X00000361          	2022	A01	55.6	7
ORUP1000023X00000362          	2022	A01	44.3	
ORUP1000023X00000364          	2022	A01	5.3	
ORUP1000023X00000365          	2022	A01	94.7	7
ORUP1000023X00000367          	2022	A01	100.0	7
ORUP1000023X00000381          	2022	A01	100.0	7
ORUP1000023X00000395          	2022	A01	76.5	7
ORUP1000023X00000409          	2022	A01	93.6	7
ORUP1000023X00000548          	2022	A01	100.0	7
ORUP1000023X00000551          	2022	A01	2.9	
ORUP1000023X00000552          	2022	A01	97.1	7
ORUP1000023X00000554          	2022	A01	2.9	
ORUP1000023X00000555          	2022	A01	97.1	7
ORUP1000023X00000583          	2022	A01	99.0	7
ORUP1000023X00000586          	2022	A01	2.3	
ORUP1000023X00000587          	2022	A01	97.7	7
ORUP1000023X00000592          	2022	A01	79.3	7
ORUP1000023X00000661          	2022	A01	90.4	7
ORUP1000023X00000662          	2022	A01	3.7	
ORUP1000023X00000753          	2022	A01	99.4	
ORUP1000023X00000769          	2022	A01	99.9	
ORUP1000023X00000770          	2022	A01	2.9	
ORUP1000023X00000771          	2022	A01	100.0	
ORUP1000023X00000801          	2022	A01	100.0	
ORUP1000023X00000830          	2022	A01	51.6	
ORUP1000023X00000997          	2022	A01	91.8	
ORUP1000023X00000998          	2022	A01	80.0	
ORUP1000023X00000999          	2022	A01	90.0	
ORUP1000023X00001000          	2022	A01	90.0	
ORUP1000023X00001001          	2022	A01	100.0	
ORUP1000023X00001002          	2022	A01	100.0	
ORUP1000023X00001003          	2022	A01	8.2	
ORUP1000023X00001004          	2022	A01	-	1
ORUP1000023X00001005          	2022	A01	-	1
ORUP1000023X00001007          	2022	A01	10.0	
ORUP1000023X00001008          	2022	A01	20.0	
ORUP1000023X00001097          	2022	A01	2.9	
ORUP1000023X00001099          	2022	A01	53.0	7
ORUP1000023X00001100          	2022	A01	5.5	
ORUP1000023X00001101          	2022	A01	54.0	7
ORUP1000023X00001102          	2022	A01	39.7	
ORUP1000023X00001103          	2022	A01	99.9	7
ORUP1000023X00001209          	2022	A01	76.3	7
ORUP1000023X00001216          	2022	A01	23.7	
ORUP1000023X00001223          	2022	A01	4.8	
ORUP1000023X00001226          	2022	A01	6.4	
ORUP1000023X00001248          	2022	A01	2.9	
ORUP1000023X00001249          	2022	A01	97.1	7
ORUP1000023Y00000125          	2022	A01	1.28	
ORUP1000023Y00000126          	2022	A01	-	2
ORUP1000023Y00000128          	2022	A01	0.80	
ORUP1000023Y00000129          	2022	A01	1.60	
ORUP1000023Y00000130          	2022	A01	3.20	
ORUP1000023Y00000132          	2022	A01	6.77	
ORUP1000023Y00000133          	2022	A01	4.80	
ORUP1000023Y00000134          	2022	A01	6.40	
ORUP1000023Y00000135          	2022	A01	7.20	
ORUP1000023Y00000136          	2022	A01	7.50	
ORUP1000023Y00000137          	2022	A01	8.00	
ORUP1000023Y00000139          	2022	A01	94.3	7
ORUP1000023Y00000140          	2022	A01	5.7	
ORUP1000023Y00000142          	2022	A01	77.0	7
ORUP1000023Y00000143          	2022	A01	12.1	
ORUP1000023Y00000157          	2022	A01	20.6	7
ORUP1000023Y00000159          	2022	A01	51.3	7
ORUP1000023Y00000173          	2022	A01	11.1	
ORUP1000023Y00000174          	2022	A01	37.7	7
ORUP1000023Y00000233          	2022	A01	9.90	
ORUP1000023Y00000234          	2022	A01	-	3
ORUP1000023Y00000237          	2022	A01	10.00	
ORUP1000023Y00000239          	2022	A01	60.3	7
ORUP1000023Y00000246          	2022	A01	7.1	
ORUP1000023Y00000259          	2022	A01	100.0	7
ORUP1000023Y00000267          	2022	A01	100.0	7
ORUP1000023Y00000281          	2022	A01	96.3	7
ORUP1000023Y00000295          	2022	A01	96.3	7
ORUP1000023Y00000311          	2022	A01	94.3	7
ORUP1000023Y00000313          	2022	A01	94.5	7
ORUP1000023Y00000327          	2022	A01	5.5	7
ORUP1000023Y00000344          	2022	A01	6.8	
ORUP1000023Y00000345          	2022	A01	93.2	7
ORUP1000023Y00000361          	2022	A01	36.0	
ORUP1000023Y00000362          	2022	A01	64.0	7
ORUP1000023Y00000364          	2022	A01	5.7	
ORUP1000023Y00000365          	2022	A01	94.3	7
ORUP1000023Y00000367          	2022	A01	99.0	7
ORUP1000023Y00000381          	2022	A01	99.4	7
ORUP1000023Y00000395          	2022	A01	85.1	7
ORUP1000023Y00000409          	2022	A01	89.8	7
ORUP1000023Y00000548          	2022	A01	100.0	7
ORUP1000023Y00000551          	2022	A01	5.6	
ORUP1000023Y00000552          	2022	A01	94.4	7
ORUP1000023Y00000554          	2022	A01	5.6	
ORUP1000023Y00000555          	2022	A01	94.4	7
ORUP1000023Y00000592          	2022	A01	89.2	7
ORUP1000023Y00000661          	2022	A01	81.9	7
ORUP1000023Y00000662          	2022	A01	8.9	
ORUP1000023Y00000663          	2022	A01	8.3	
ORUP1000023Y00000753          	2022	A01	100.0	
ORUP1000023Y00000769          	2022	A01	100.0	
ORUP1000023Y00000770          	2022	A01	5.5	
ORUP1000023Y00000771          	2022	A01	100.0	
ORUP1000023Y00000801          	2022	A01	100.0	
ORUP1000023Y00000830          	2022	A01	48.7	
ORUP1000023Y00000831          	2022	A01	23.0	
ORUP1000023Y00000997          	2022	A01	84.0	
ORUP1000023Y00000998          	2022	A01	60.0	
ORUP1000023Y00000999          	2022	A01	80.0	
ORUP1000023Y00001000          	2022	A01	90.0	
ORUP1000023Y00001001          	2022	A01	90.0	
ORUP1000023Y00001002          	2022	A01	100.0	
ORUP1000023Y00001003          	2022	A01	16.0	
ORUP1000023Y00001004          	2022	A01	-	1
ORUP1000023Y00001006          	2022	A01	10.0	
ORUP1000023Y00001007          	2022	A01	20.0	
ORUP1000023Y00001008          	2022	A01	40.0	
ORUP1000023Y00001097          	2022	A01	5.7	
ORUP1000023Y00001099          	2022	A01	25.0	
ORUP1000023Y00001101          	2022	A01	55.8	7
ORUP1000023Y00001102          	2022	A01	31.9	
ORUP1000023Y00001103          	2022	A01	97.7	7
ORUP1000023Y00001209          	2022	A01	84.9	7
ORUP1000023Y00001216          	2022	A01	15.1	
ORUP1000023Y00001222          	2022	A01	13.6	
ORUP1000023Y00001226          	2022	A01	10.1	
ORUP1000023Y00001230          	2022	A01	10.7	
ORUP1000023Y00001235          	2022	A01	8.3	
ORUP1000023Y00001244          	2022	A01	100.0	7
ORUP1000023Y00001248          	2022	A01	5.7	
ORUP1000023Y00001249          	2022	A01	94.3	7
ORUP1000023Z00000139          	2022	A01	57.7	7
ORUP1000023Z00000140          	2022	A01	42.3	
ORUP1000023Z00000142          	2022	A01	92.3	7
ORUP1000023Z00000143          	2022	A01	6.9	
ORUP1000023Z00000156          	2022	A01	5.4	7
ORUP1000023Z00000159          	2022	A01	30.7	
ORUP1000023Z00000173          	2022	A01	17.0	
ORUP1000023Z00000174          	2022	A01	52.3	7
ORUP1000023Z00000233          	2022	A01	11.55	
ORUP1000023Z00000234          	2022	A01	-	3
ORUP1000023Z00000235          	2022	A01	-	3
ORUP1000023Z00000236          	2022	A01	10.00	
ORUP1000023Z00000237          	2022	A01	20.00	
ORUP1000023Z00000238          	2022	A01	25.00	
ORUP1000023Z00000239          	2022	A01	37.7	7
ORUP1000023Z00000246          	2022	A01	11.9	
ORUP1000023Z00000253          	2022	A01	11.2	
ORUP1000023Z00000259          	2022	A01	100.0	7
ORUP1000023Z00000267          	2022	A01	100.0	7
ORUP1000023Z00000281          	2022	A01	95.4	7
ORUP1000023Z00000295          	2022	A01	97.3	7
ORUP1000023Z00000313          	2022	A01	96.6	7
ORUP1000023Z00000345          	2022	A01	95.0	7
ORUP1000023Z00000361          	2022	A01	18.8	
ORUP1000023Z00000362          	2022	A01	81.2	7
ORUP1000023Z00000367          	2022	A01	98.9	7
ORUP1000023Z00000381          	2022	A01	100.0	7
ORUP1000023Z00000395          	2022	A01	76.9	7
ORUP1000023Z00000409          	2022	A01	92.7	7
ORUP1000023Z00000548          	2022	A01	100.0	7
ORUP1000023Z00000551          	2022	A01	10.3	
ORUP1000023Z00000552          	2022	A01	89.7	7
ORUP1000023Z00000555          	2022	A01	96.6	7
ORUP1000023Z00000583          	2022	A01	93.7	7
ORUP1000023Z00000584          	2022	A01	6.3	
ORUP1000023Z00000586          	2022	A01	13.5	
ORUP1000023Z00000587          	2022	A01	86.5	7
ORUP1000023Z00000592          	2022	A01	91.4	7
ORUP1000023Z00000753          	2022	A01	100.0	
ORUP1000023Z00000769          	2022	A01	100.0	
ORUP1000023Z00000771          	2022	A01	100.0	
ORUP1000023Z00000801          	2022	A01	100.0	
ORUP1000023Z00000830          	2022	A01	69.3	
ORUP1000023Z00000831          	2022	A01	7.7	
ORUP1000023Z00001099          	2022	A01	29.3	
ORUP1000023Z00001101          	2022	A01	42.3	
ORUP1000023Z00001102          	2022	A01	45.8	7
ORUP1000023Z00001103          	2022	A01	88.8	7
ORUP1000023Z00001209          	2022	A01	74.8	7
ORUP1000023Z00001216          	2022	A01	25.2	
ORUP1000023Z00001222          	2022	A01	16.8	
ORUP1000023Z00001230          	2022	A01	8.6	
ORUP1000023Z00001234          	2022	A01	22.8	
ORUP1000023Z00001235          	2022	A01	7.4	
ORUP1000023Z00001244          	2022	A01	100.0	7
ORUP1000023Z00001248          	2022	A01	19.5	
ORUP1000023Z00001249          	2022	A01	80.5	7
ORUP1000024E00000125          	2022	A01	1.09	
ORUP1000024E00000126          	2022	A01	-	2
ORUP1000024E00000127          	2022	A01	0.70	
ORUP1000024E00000128          	2022	A01	1.00	
ORUP1000024E00000129          	2022	A01	1.20	
ORUP1000024E00000130          	2022	A01	2.00	
ORUP1000024E00000132          	2022	A01	6.73	
ORUP1000024E00000133          	2022	A01	5.60	
ORUP1000024E00000134          	2022	A01	6.38	
ORUP1000024E00000135          	2022	A01	7.00	
ORUP1000024E00000136          	2022	A01	7.20	
ORUP1000024E00000137          	2022	A01	7.92	
ORUP1000024E00000139          	2022	A01	94.1	7
ORUP1000024E00000140          	2022	A01	5.9	
ORUP1000024E00000142          	2022	A01	98.2	7
ORUP1000024E00000159          	2022	A01	51.6	7
ORUP1000024E00000160          	2022	A01	12.1	
ORUP1000024E00000161          	2022	A01	36.4	
ORUP1000024E00000173          	2022	A01	20.8	
ORUP1000024E00000174          	2022	A01	27.6	7
ORUP1000024E00000233          	2022	A01	2.57	
ORUP1000024E00000234          	2022	A01	-	3
ORUP1000024E00000235          	2022	A01	-	3
ORUP1000024E00000236          	2022	A01	-	3
ORUP1000024E00000237          	2022	A01	5.00	
ORUP1000024E00000239          	2022	A01	38.8	
ORUP1000024E00000246          	2022	A01	7.5	
ORUP1000024E00000253          	2022	A01	4.2	
ORUP1000024E00000259          	2022	A01	100.0	7
ORUP1000024E00000267          	2022	A01	100.0	7
ORUP1000024E00000281          	2022	A01	100.0	7
ORUP1000024E00000295          	2022	A01	100.0	7
ORUP1000024E00000311          	2022	A01	78.3	7
ORUP1000024E00000313          	2022	A01	78.8	7
ORUP1000024E00000327          	2022	A01	21.2	7
ORUP1000024E00000331          	2022	A01	19.6	
ORUP1000024E00000332          	2022	A01	76.6	7
ORUP1000024E00000344          	2022	A01	53.3	7
ORUP1000024E00000345          	2022	A01	46.7	
ORUP1000024E00000348          	2022	A01	28.6	
ORUP1000024E00000349          	2022	A01	70.7	7
ORUP1000024E00000361          	2022	A01	69.7	7
ORUP1000024E00000362          	2022	A01	30.3	
ORUP1000024E00000364          	2022	A01	7.1	
ORUP1000024E00000365          	2022	A01	92.9	7
ORUP1000024E00000367          	2022	A01	100.0	7
ORUP1000024E00000381          	2022	A01	100.0	7
ORUP1000024E00000395          	2022	A01	94.6	7
ORUP1000024E00000409          	2022	A01	100.0	7
ORUP1000024E00000548          	2022	A01	100.0	7
ORUP1000024E00000551          	2022	A01	21.7	
ORUP1000024E00000552          	2022	A01	78.3	7
ORUP1000024E00000554          	2022	A01	21.7	
ORUP1000024E00000555          	2022	A01	78.3	7
ORUP1000024E00000587          	2022	A01	100.0	7
ORUP1000024E00000592          	2022	A01	100.0	7
ORUP1000024E00000753          	2022	A01	100.0	
ORUP1000024E00000769          	2022	A01	100.0	
ORUP1000024E00000770          	2022	A01	21.2	
ORUP1000024E00000771          	2022	A01	100.0	
ORUP1000024E00000801          	2022	A01	100.0	
ORUP1000024E00000830          	2022	A01	48.4	
ORUP1000024E00000997          	2022	A01	86.0	
ORUP1000024E00000998          	2022	A01	75.0	
ORUP1000024E00000999          	2022	A01	80.0	
ORUP1000024E00001000          	2022	A01	87.5	
ORUP1000024E00001001          	2022	A01	90.0	
ORUP1000024E00001002          	2022	A01	100.0	
ORUP1000024E00001003          	2022	A01	14.0	
ORUP1000024E00001004          	2022	A01	-	1
ORUP1000024E00001005          	2022	A01	10.0	
ORUP1000024E00001006          	2022	A01	12.5	
ORUP1000024E00001007          	2022	A01	20.0	
ORUP1000024E00001008          	2022	A01	25.0	
ORUP1000024E00001097          	2022	A01	21.7	
ORUP1000024E00001099          	2022	A01	52.6	7
ORUP1000024E00001100          	2022	A01	6.1	
ORUP1000024E00001101          	2022	A01	37.1	
ORUP1000024E00001102          	2022	A01	55.0	7
ORUP1000024E00001103          	2022	A01	95.8	7
ORUP1000024E00001209          	2022	A01	94.6	7
ORUP1000024E00001210          	2022	A01	5.2	
ORUP1000024E00001216          	2022	A01	5.4	
ORUP1000024E00001244          	2022	A01	100.0	7
ORUP1000024E00001249          	2022	A01	100.0	7
ORUP1000024F00000125          	2022	A01	2.27	
ORUP1000024F00000126          	2022	A01	0.38	
ORUP1000024F00000127          	2022	A01	0.80	
ORUP1000024F00000129          	2022	A01	4.00	
ORUP1000024F00000130          	2022	A01	4.00	
ORUP1000024F00000132          	2022	A01	5.49	
ORUP1000024F00000134          	2022	A01	4.00	
ORUP1000024F00000135          	2022	A01	6.40	
ORUP1000024F00000136          	2022	A01	7.13	
ORUP1000024F00000137          	2022	A01	7.60	
ORUP1000024F00000139          	2022	A01	73.1	7
ORUP1000024F00000140          	2022	A01	26.9	
ORUP1000024F00000142          	2022	A01	64.7	7
ORUP1000024F00000143          	2022	A01	27.1	
ORUP1000024F00000144          	2022	A01	8.3	
ORUP1000024F00000157          	2022	A01	19.8	7
ORUP1000024F00000159          	2022	A01	28.6	
ORUP1000024F00000160          	2022	A01	26.0	
ORUP1000024F00000174          	2022	A01	55.6	7
ORUP1000024F00000178          	2022	A01	39.5	
ORUP1000024F00000233          	2022	A01	17.11	
ORUP1000024F00000234          	2022	A01	-	3
ORUP1000024F00000236          	2022	A01	10.00	
ORUP1000024F00000238          	2022	A01	50.00	
ORUP1000024F00000239          	2022	A01	45.6	7
ORUP1000024F00000246          	2022	A01	31.7	
ORUP1000024F00000253          	2022	A01	15.6	
ORUP1000024F00000259          	2022	A01	98.3	7
ORUP1000024F00000267          	2022	A01	100.0	7
ORUP1000024F00000281          	2022	A01	91.7	7
ORUP1000024F00000295          	2022	A01	91.7	7
ORUP1000024F00000311          	2022	A01	94.5	7
ORUP1000024F00000313          	2022	A01	94.5	7
ORUP1000024F00000332          	2022	A01	48.3	7
ORUP1000024F00000333          	2022	A01	46.1	
ORUP1000024F00000334          	2022	A01	3.7	
ORUP1000024F00000344          	2022	A01	9.7	
ORUP1000024F00000345          	2022	A01	90.3	7
ORUP1000024F00000348          	2022	A01	8.1	
ORUP1000024F00000349          	2022	A01	87.0	7
ORUP1000024F00000350          	2022	A01	3.6	
ORUP1000024F00000361          	2022	A01	26.6	
ORUP1000024F00000362          	2022	A01	73.4	7
ORUP1000024F00000364          	2022	A01	4.7	
ORUP1000024F00000365          	2022	A01	95.3	7
ORUP1000024F00000367          	2022	A01	98.3	7
ORUP1000024F00000381          	2022	A01	100.0	7
ORUP1000024F00000395          	2022	A01	49.4	7
ORUP1000024F00000409          	2022	A01	76.8	7
ORUP1000024F00000548          	2022	A01	100.0	7
ORUP1000024F00000551          	2022	A01	6.4	
ORUP1000024F00000552          	2022	A01	93.6	7
ORUP1000024F00000555          	2022	A01	94.1	7
ORUP1000024F00000557          	2022	A01	6.8	
ORUP1000024F00000559          	2022	A01	59.2	7
ORUP1000024F00000560          	2022	A01	4.8	
ORUP1000024F00000583          	2022	A01	77.4	7
ORUP1000024F00000592          	2022	A01	72.1	7
ORUP1000024F00000662          	2022	A01	28.7	
ORUP1000024F00000753          	2022	A01	93.2	
ORUP1000024F00000769          	2022	A01	100.0	
ORUP1000024F00000771          	2022	A01	100.0	
ORUP1000024F00000801          	2022	A01	95.5	
ORUP1000024F00000830          	2022	A01	71.4	
ORUP1000024F00000831          	2022	A01	35.3	
ORUP1000024F00000997          	2022	A01	70.3	
ORUP1000024F00000998          	2022	A01	50.0	
ORUP1000024F00000999          	2022	A01	50.0	
ORUP1000024F00001000          	2022	A01	80.0	
ORUP1000024F00001001          	2022	A01	90.0	
ORUP1000024F00001002          	2022	A01	95.0	
ORUP1000024F00001003          	2022	A01	29.7	
ORUP1000024F00001004          	2022	A01	5.0	
ORUP1000024F00001005          	2022	A01	10.0	
ORUP1000024F00001007          	2022	A01	50.0	
ORUP1000024F00001008          	2022	A01	50.0	
ORUP1000024F00001099          	2022	A01	16.9	
ORUP1000024F00001101          	2022	A01	45.8	7
ORUP1000024F00001102          	2022	A01	20.5	
ORUP1000024F00001103          	2022	A01	83.4	7
ORUP1000024F00001209          	2022	A01	48.2	
ORUP1000024F00001211          	2022	A01	10.5	
ORUP1000024F00001216          	2022	A01	51.8	
ORUP1000024F00001222          	2022	A01	29.1	
ORUP1000024F00001226          	2022	A01	22.0	
ORUP1000024F00001230          	2022	A01	26.6	
ORUP1000024F00001234          	2022	A01	13.2	
ORUP1000024F00001244          	2022	A01	96.5	7
ORUP1000024F00001249          	2022	A01	99.2	7
ORUP1000024G00000125          	2022	A01	5.32	
ORUP1000024G00000126          	2022	A01	1.75	
ORUP1000024G00000127          	2022	A01	4.00	
ORUP1000024G00000128          	2022	A01	5.88	
ORUP1000024G00000129          	2022	A01	7.60	
ORUP1000024G00000130          	2022	A01	8.00	
ORUP1000024G00000132          	2022	A01	2.07	
ORUP1000024G00000133          	2022	A01	-	2
ORUP1000024G00000134          	2022	A01	-	2
ORUP1000024G00000135          	2022	A01	1.60	
ORUP1000024G00000136          	2022	A01	4.00	
ORUP1000024G00000137          	2022	A01	4.80	
ORUP1000024G00000139          	2022	A01	25.8	
ORUP1000024G00000140          	2022	A01	74.2	7
ORUP1000024G00000142          	2022	A01	82.4	7
ORUP1000024G00000143          	2022	A01	11.9	
ORUP1000024G00000157          	2022	A01	14.7	7
ORUP1000024G00000159          	2022	A01	19.4	
ORUP1000024G00000160          	2022	A01	21.4	
ORUP1000024G00000161          	2022	A01	48.8	7
ORUP1000024G00000162          	2022	A01	10.5	
ORUP1000024G00000173          	2022	A01	29.0	
ORUP1000024G00000174          	2022	A01	51.7	7
ORUP1000024G00000178          	2022	A01	54.9	7
ORUP1000024G00000179          	2022	A01	43.7	
ORUP1000024G00000233          	2022	A01	11.21	
ORUP1000024G00000234          	2022	A01	-	3
ORUP1000024G00000239          	2022	A01	61.3	7
ORUP1000024G00000246          	2022	A01	17.7	
ORUP1000024G00000259          	2022	A01	100.0	7
ORUP1000024G00000267          	2022	A01	100.0	7
ORUP1000024G00000281          	2022	A01	95.4	7
ORUP1000024G00000282          	2022	A01	4.6	
ORUP1000024G00000295          	2022	A01	95.4	7
ORUP1000024G00000296          	2022	A01	4.6	
ORUP1000024G00000311          	2022	A01	100.0	7
ORUP1000024G00000313          	2022	A01	100.0	7
ORUP1000024G00000332          	2022	A01	61.9	7
ORUP1000024G00000333          	2022	A01	34.5	
ORUP1000024G00000344          	2022	A01	21.8	
ORUP1000024G00000345          	2022	A01	78.2	7
ORUP1000024G00000348          	2022	A01	20.7	
ORUP1000024G00000349          	2022	A01	77.0	7
ORUP1000024G00000361          	2022	A01	51.1	7
ORUP1000024G00000362          	2022	A01	48.9	
ORUP1000024G00000364          	2022	A01	12.8	
ORUP1000024G00000365          	2022	A01	87.2	7
ORUP1000024G00000367          	2022	A01	98.9	7
ORUP1000024G00000381          	2022	A01	100.0	7
ORUP1000024G00000395          	2022	A01	63.8	7
ORUP1000024G00000409          	2022	A01	79.9	7
ORUP1000024G00000548          	2022	A01	100.0	7
ORUP1000024G00000552          	2022	A01	100.0	7
ORUP1000024G00000555          	2022	A01	100.0	7
ORUP1000024G00000559          	2022	A01	40.3	
ORUP1000024G00000560          	2022	A01	59.7	7
ORUP1000024G00000583          	2022	A01	100.0	7
ORUP1000024G00000587          	2022	A01	90.5	7
ORUP1000024G00000592          	2022	A01	76.0	7
ORUP1000024G00000607          	2022	A01	4.6	7
ORUP1000024G00000610          	2022	A01	4.6	7
ORUP1000024G00000661          	2022	A01	10.0	
ORUP1000024G00000662          	2022	A01	80.5	7
